title,artists,genres,album,published,isPremium,audioPath,imagePath
"Dhurandhar The Revenge - Aari Aari (From ""Dhurandhar The Revenge "")","[""Shashwat Sachdev"", ""Bombay Rockers"",""Irshad Kamil"",""Khan Saab"",""Reble""] ","[""pop""]",Dhurandhar The Revenge,true,false,audio/Dhurandhar The Revenge - Aari Aari (From Dhurandhar The Revenge ).mp3,images/Dhurandhar The Revenge - Aari Aari (From Dhurandhar The Revenge ).jpg
